typ;label;conc;test
FFS;full fat soya;36.6605225;0
CLZ;rapeseed(ung);22.9400005;0
SFG;sun flower seed(gr);19.0144234;0
CNG;corn gluten;71.0178223;0
FRG;wheat (ung);12.3599997;0
CLZ;rapeseed(ung);17.8799992;0
TTS;soya meal;54.8494987;0
SFG;sun flower seed(gr);9.5669813;0
CLZ;rapeseed(ung);21.3199997;0
CLZ;rapeseed(ung);19.4799995;0
MPW;milk powder & whey;35.588047;0
FFS;full fat soya;42.4539757;0
TTS;soya meal;51.6310463;0
TTS;soya meal;53.8024979;0
PEE;maize wp;7.5;0
SFG;sun flower seed(gr);21.2694187;0
FFS;full fat soya;39.8300972;0
EHH;grass silage;16.3999996;0
CNG;corn gluten;69.3209076;0
SFG;sun flower seed(gr);15.0182571;0
PEE;maize wp;7.96;0
FFS;full fat soya;41.9759064;0
PEE;maize wp;7.5700002;0
CLZ;rapeseed(ung);28.6499996;0
CLZ;rapeseed(ung);23.0400009;0
FFS;full fat soya;40.366848;0
PEE;maize wp;8.0200005;0
SFG;sun flower seed(gr);12.3218908;0
EHH;grass silage;21.4099998;0
MPW;milk powder & whey;37.4047775;0
FRG;wheat (ung);12.3999996;0
PEE;maize wp;7.5300002;0
EHH;grass silage;15.8599997;0
FFS;full fat soya;39.9233551;0
PEE;maize wp;9.5200005;0
CNG;corn gluten;69.003479;0
SFG;sun flower seed(gr);19.1105747;0
FFS;full fat soya;40.0083389;0
MPW;milk powder & whey;25.711832;0
CLZ;rapeseed(ung);20.8500004;0
CLZ;rapeseed(ung);18.0099983;0
MPW;milk powder & whey;24.9885483;0
ANF;animal feed;51.0553169;0
TTS;soya meal;50.2664909;0
CNG;corn gluten;75.4430923;0
EHH;grass silage;10.4300003;0
EHH;grass silage;12.9300003;0
FFS;full fat soya;40.4354515;0
CNG;corn gluten;69.3707275;0
MPW;milk powder & whey;10.0342455;0
PEE;maize wp;7.7600002;0
CNG;corn gluten;69.5071182;0
ANF;animal feed;50.7283936;0
EHH;grass silage;13.1499996;0
CLZ;rapeseed(ung);15.1599998;0
FRG;wheat (ung);12.1499996;0
FFS;full fat soya;41.114933;0
TTS;soya meal;55.5428581;0
PEE;maize wp;7.5100002;0
EHH;grass silage;16.1100006;0
TTS;soya meal;54.7866211;0
FRG;wheat (ung);12.0600004;0
TTS;soya meal;53.6529694;0
CLZ;rapeseed(ung);22.3400021;0
ANF;animal feed;52.4622917;0
ANF;animal feed;59.2426949;0
SFG;sun flower seed(gr);18.3979588;0
ANF;animal feed;53.4601059;0
PEE;maize wp;6.1799998;0
SFG;sun flower seed(gr);18.0211277;0
ANF;animal feed;55.701767;0
SFG;sun flower seed(gr);19.4264202;0
FRG;wheat (ung);14.0;0
FFS;full fat soya;39.6071053;0
CNG;corn gluten;68.6887589;0
TTS;soya meal;53.0821915;0
FRG;wheat (ung);12.0;0
MPW;milk powder & whey;23.5681705;0
SFG;sun flower seed(gr);22.6194458;0
TTS;soya meal;56.0502281;0
MPW;milk powder & whey;11.4058781;0
MPW;milk powder & whey;24.4001675;0
PEE;maize wp;7.6999998;0
FRG;wheat (ung);13.1899996;0
PEE;maize wp;6.4499998;0
FRG;wheat (ung);10.6400003;0
FFS;full fat soya;40.5058289;0
SFG;sun flower seed(gr);20.2044373;0
ANF;animal feed;50.2825966;0
ANF;animal feed;55.1765671;0
CNG;corn gluten;70.0958633;0
TTS;soya meal;53.2332573;0
FFS;full fat soya;40.3608055;0
FRG;wheat (ung);13.0;0
FRG;wheat (ung);13.1999998;0
TTS;soya meal;53.21101;0
PEE;maize wp;7.5900002;0
MPW;milk powder & whey;38.2374268;0
PEE;maize wp;6.9699998;0
CNG;corn gluten;68.8293304;0
MPW;milk powder & whey;12.0738516;0
EHH;grass silage;17.1900005;0
PEE;maize wp;7.23;0
EHH;grass silage;20.8999996;0
FFS;full fat soya;38.8795013;0
CLZ;rapeseed(ung);23.1011143;0
ANF;animal feed;54.8020287;0
PEE;maize wp;9.8800001;0
TTS;soya meal;52.9279251;0
TTS;soya meal;54.7234993;0
EHH;grass silage;23.2000008;0
PEE;maize wp;8.2299995;0
FFS;full fat soya;38.904213;0
FFS;full fat soya;39.3337669;0
ANF;animal feed;59.1322136;0
CNG;corn gluten;73.1628265;0
PEE;maize wp;5.5500002;0
CLZ;rapeseed(ung);21.7999992;0
TTS;soya meal;52.838932;0
MPW;milk powder & whey;8.2749462;0
EHH;grass silage;13.46;0
CNG;corn gluten;65.0822449;0
FRG;wheat (ung);12.46;0
EHH;grass silage;16.4300003;0
TTS;soya meal;52.1640091;0
PEE;maize wp;8.3199997;0
EHH;grass silage;16.0699997;0
TTS;soya meal;54.0909081;0
EHH;grass silage;16.0100002;0
MPW;milk powder & whey;11.2730389;0
TTS;soya meal;52.0951271;0
TTS;soya meal;52.3163834;0
FFS;full fat soya;40.0370445;0
ANF;animal feed;46.9630394;0
FRG;wheat (ung);11.7200003;0
PEE;maize wp;7.23;0
CLZ;rapeseed(ung);18.8400002;0
FFS;full fat soya;40.870182;0
CNG;corn gluten;76.5813446;0
SFG;sun flower seed(gr);18.2025852;0
CLZ;rapeseed(ung);18.5400009;0
CLZ;rapeseed(ung);24.2299995;0
FRG;wheat (ung);10.4399996;0
EHH;grass silage;7.52;0
MPW;milk powder & whey;36.8054314;0
SFG;sun flower seed(gr);13.8324165;0
CLZ;rapeseed(ung);19.1000004;0
TTS;soya meal;51.0710258;0
TTS;soya meal;50.2242165;0
FFS;full fat soya;40.5051956;0
EHH;grass silage;13.8999996;0
FFS;full fat soya;39.1365395;0
EHH;grass silage;32.0600014;0
EHH;grass silage;8.9700003;0
MPW;milk powder & whey;12.9977789;0
MPW;milk powder & whey;35.7245903;0
ANF;animal feed;52.5102386;0
MPW;milk powder & whey;13.0585546;0
CNG;corn gluten;67.134758;0
FFS;full fat soya;42.3962402;0
ANF;animal feed;55.9218712;0
EHH;grass silage;14.0999994;0
FFS;full fat soya;40.4520416;0
CLZ;rapeseed(ung);19.1199989;0
TTS;soya meal;52.0998878;0
TTS;soya meal;52.8344688;0
TTS;soya meal;52.578476;0
FRG;wheat (ung);13.8699999;0
FFS;full fat soya;41.4583855;0
FFS;full fat soya;36.5359306;0
FRG;wheat (ung);12.9700003;0
EHH;grass silage;9.7199993;0
EHH;grass silage;15.8199997;0
ANF;animal feed;54.9716454;0
ANF;animal feed;55.8491592;0
TTS;soya meal;55.4410057;0
PEE;maize wp;7.0;0
SFG;sun flower seed(gr);14.702692;0
ANF;animal feed;46.9490242;0
CLZ;rapeseed(ung);22.2999992;0
CNG;corn gluten;72.3312225;0
FRG;wheat (ung);9.9099998;0
EHH;grass silage;18.5;0
CNG;corn gluten;67.6817856;0
FFS;full fat soya;46.5232506;0
EHH;grass silage;16.5699997;0
CLZ;rapeseed(ung);15.9899998;0
CLZ;rapeseed(ung);20.6218281;0
EHH;grass silage;16.8799992;0
MPW;milk powder & whey;9.5266762;0
CNG;corn gluten;69.5331726;0
FFS;full fat soya;38.695118;0
SFG;sun flower seed(gr);19.7668285;0
PEE;maize wp;7.2399998;0
EHH;grass silage;10.8599997;0
TTS;soya meal;52.4404106;0
ANF;animal feed;55.516613;0
TTS;soya meal;51.5535088;0
TTS;soya meal;55.5172424;0
TTS;soya meal;52.9680367;0
CLZ;rapeseed(ung);19.5599995;0
MPW;milk powder & whey;38.3807907;0
SFG;sun flower seed(gr);12.0087795;0
TTS;soya meal;53.6475868;0
FFS;full fat soya;41.897644;0
EHH;grass silage;20.5100002;0
CNG;corn gluten;65.1055069;0
CNG;corn gluten;64.26371;0
CNG;corn gluten;61.712738;0
CNG;corn gluten;64.8369293;0
EHH;grass silage;19.4200001;0
CLZ;rapeseed(ung);21.2199993;0
CNG;corn gluten;69.9941483;0
ANF;animal feed;54.6298752;0
CNG;corn gluten;66.4363937;0
CLZ;rapeseed(ung);17.4200001;0
FRG;wheat (ung);11.0200005;0
FRG;wheat (ung);13.8000002;0
MPW;milk powder & whey;35.4880028;0
EHH;grass silage;11.0699997;0
EHH;grass silage;15.8000002;0
ANF;animal feed;57.0691109;0
FRG;wheat (ung);12.3999996;0
CNG;corn gluten;72.980484;0
MPW;milk powder & whey;38.1286392;0
CLZ;rapeseed(ung);24.8299999;0
EHH;grass silage;21.8500004;0
FFS;full fat soya;40.8181038;0
FFS;full fat soya;40.2518501;0
SFG;sun flower seed(gr);14.2264271;0
EHH;grass silage;23.1399994;0
SFG;sun flower seed(gr);21.5557804;0
PEE;maize wp;9.6099997;0
TTS;soya meal;56.1224518;0
FRG;wheat (ung);11.6000004;0
MPW;milk powder & whey;26.9568138;0
ANF;animal feed;53.3296738;0
SFG;sun flower seed(gr);13.0834427;0
FFS;full fat soya;41.7531013;0
CNG;corn gluten;73.5576248;0
FFS;full fat soya;40.2845535;0
PEE;maize wp;4.0500002;0
ANF;animal feed;47.7511978;0
ANF;animal feed;47.9595909;0
FRG;wheat (ung);11.1000004;0
SFG;sun flower seed(gr);14.6700964;0
EHH;grass silage;16.6800003;0
TTS;soya meal;52.1142845;0
CLZ;rapeseed(ung);21.9745235;0
ANF;animal feed;50.3670387;0
PEE;maize wp;7.4400001;0
EHH;grass silage;18.5100002;0
FFS;full fat soya;42.1399612;0
SFG;sun flower seed(gr);11.5318356;0
FFS;full fat soya;37.2633934;0
FRG;wheat (ung);12.8400002;0
FFS;full fat soya;41.023468;0
CNG;corn gluten;73.2401123;0
ANF;animal feed;49.6739922;0
MPW;milk powder & whey;12.9979429;0
MPW;milk powder & whey;23.7979488;0
FRG;wheat (ung);11.6000004;0
CLZ;rapeseed(ung);18.25;0
FFS;full fat soya;40.6171074;0
SFG;sun flower seed(gr);17.5215759;0
CNG;corn gluten;66.8138275;0
SFG;sun flower seed(gr);23.4852676;0
FRG;wheat (ung);11.54;0
CNG;corn gluten;65.4218826;0
SFG;sun flower seed(gr);24.0386639;0
MPW;milk powder & whey;28.0163536;0
FFS;full fat soya;41.0098267;0
PEE;maize wp;8.2399998;0
PEE;maize wp;7.3999996;0
SFG;sun flower seed(gr);19.8804417;0
TTS;soya meal;50.7344627;0
MPW;milk powder & whey;12.6368361;0
SFG;sun flower seed(gr);14.8383875;0
MPW;milk powder & whey;24.8273659;0
CLZ;rapeseed(ung);22.2399998;0
FFS;full fat soya;41.1231079;0
EHH;grass silage;22.1499996;0
MPW;milk powder & whey;39.4352875;0
PEE;maize wp;7.0599999;0
PEE;maize wp;7.8400002;0
FFS;full fat soya;40.1976013;0
TTS;soya meal;52.9142876;0
PEE;maize wp;7.9499998;0
ANF;animal feed;57.3012009;0
MPW;milk powder & whey;5.6706343;0
TTS;soya meal;53.9080467;0
CLZ;rapeseed(ung);18.5599995;0
ANF;animal feed;51.0823669;0
TTS;soya meal;51.2082863;0
PEE;maize wp;7.7099996;0
EHH;grass silage;13.1999998;0
FFS;full fat soya;39.5021133;0
SFG;sun flower seed(gr);21.4505768;0
ANF;animal feed;47.7193718;0
PEE;maize wp;7.3800001;0
SFG;sun flower seed(gr);16.0825176;0
CLZ;rapeseed(ung);18.5200005;0
ANF;animal feed;53.636097;0
PEE;maize wp;7.4499998;0
TTS;soya meal;51.6533661;0
FFS;full fat soya;40.2797585;0
FRG;wheat (ung);10.6199999;0
SFG;sun flower seed(gr);14.0427008;0
PEE;maize wp;8.3000002;0
FFS;full fat soya;40.3076401;0
FFS;full fat soya;40.7788849;0
EHH;grass silage;10.6999998;0
FFS;full fat soya;40.6572762;0
TTS;soya meal;51.9908981;0
FRG;wheat (ung);11.2517748;0
ANF;animal feed;54.623127;0
FFS;full fat soya;40.0556831;0
FRG;wheat (ung);11.3800001;0
FRG;wheat (ung);13.4890003;0
PEE;maize wp;6.75;0
MPW;milk powder & whey;40.0927429;0
FRG;wheat (ung);12.5600004;0
EHH;grass silage;20.3999996;0
EHH;grass silage;12.1573;0
SFG;sun flower seed(gr);10.6836128;0
CNG;corn gluten;68.5480652;0
CNG;corn gluten;68.457756;0
SFG;sun flower seed(gr);12.132246;0
ANF;animal feed;51.5893745;0
PEE;maize wp;7.8199997;0
EHH;grass silage;21.3600006;0
PEE;maize wp;6.5500002;0
SFG;sun flower seed(gr);15.2541819;0
TTS;soya meal;54.0851555;0
TTS;soya meal;52.6966286;0
FRG;wheat (ung);11.4099998;0
TTS;soya meal;53.0494804;0
SFG;sun flower seed(gr);13.6204329;0
CNG;corn gluten;70.5686493;0
CNG;corn gluten;67.7314377;0
FRG;wheat (ung);11.4700003;0
EHH;grass silage;9.4099998;0
CLZ;rapeseed(ung);18.9099998;0
FFS;full fat soya;39.8294182;0
FRG;wheat (ung);11.3999996;0
EHH;grass silage;20.8600006;0
CNG;corn gluten;64.7837219;0
CNG;corn gluten;72.857666;0
CNG;corn gluten;65.1916885;0
EHH;grass silage;29.5300007;0
ANF;animal feed;50.351181;0
PEE;maize wp;5.3299999;0
PEE;maize wp;6.6599998;0
MPW;milk powder & whey;39.5455742;0
MPW;milk powder & whey;11.426651;0
EHH;grass silage;17.2800007;0
PEE;maize wp;6.79;0
CLZ;rapeseed(ung);21.0;0
EHH;grass silage;13.3899994;0
FFS;full fat soya;44.167572;0
MPW;milk powder & whey;28.2713566;0
FRG;wheat (ung);13.5;0
CNG;corn gluten;70.7439651;0
FFS;full fat soya;43.1640549;0
MPW;milk powder & whey;12.9692564;0
PEE;maize wp;7.7303176;0
FRG;wheat (ung);13.3900003;0
SFG;sun flower seed(gr);12.8390217;0
SFG;sun flower seed(gr);13.8132582;0
TTS;soya meal;53.2879829;0
CNG;corn gluten;64.8850784;0
CLZ;rapeseed(ung);15.3999996;0
EHH;grass silage;11.3799992;0
FRG;wheat (ung);13.1000004;0
PEE;maize wp;7.1700001;0
SFG;sun flower seed(gr);18.1338234;0
EHH;grass silage;8.8000002;0
FFS;full fat soya;38.6385727;0
MPW;milk powder & whey;27.0527859;0
CNG;corn gluten;73.2835617;0
CNG;corn gluten;69.9349747;0
CLZ;rapeseed(ung);24.5499992;0
PEE;maize wp;8.29;0
FFS;full fat soya;39.4247932;0
ANF;animal feed;56.7878113;0
TTS;soya meal;50.9736519;0
TTS;soya meal;54.420208;0
ANF;animal feed;56.447464;0
CNG;corn gluten;68.3338699;0
FRG;wheat (ung);12.46;0
CLZ;rapeseed(ung);19.2999992;0
CLZ;rapeseed(ung);22.6299992;0
EHH;grass silage;15.25;0
PEE;maize wp;7.9699998;0
MPW;milk powder & whey;37.629097;0
EHH;grass silage;23.0;0
EHH;grass silage;15.160017;0
ANF;animal feed;50.8198814;0
FRG;wheat (ung);13.3999996;0
SFG;sun flower seed(gr);15.7514687;0
CLZ;rapeseed(ung);32.6699982;0
CLZ;rapeseed(ung);17.2600002;0
TTS;soya meal;53.8547478;0
SFG;sun flower seed(gr);20.7704849;0
TTS;soya meal;53.1356926;0
FFS;full fat soya;41.6599274;0
FRG;wheat (ung);11.8999996;0
FRG;wheat (ung);13.0141325;0
ANF;animal feed;53.618576;0
CLZ;rapeseed(ung);29.0900002;0
SFG;sun flower seed(gr);11.1291924;0
ANF;animal feed;51.3647041;0
CLZ;rapeseed(ung);27.4200001;0
EHH;grass silage;19.5;0
SFG;sun flower seed(gr);15.0879669;0
EHH;grass silage;14.6400003;0
FFS;full fat soya;39.9640274;0
FRG;wheat (ung);10.6800003;0
MPW;milk powder & whey;21.3988819;0
PEE;maize wp;6.6300001;0
TTS;soya meal;50.0559883;0
MPW;milk powder & whey;3.0606437;0
PEE;maize wp;8.2700005;0
FFS;full fat soya;41.0138817;0
PEE;maize wp;7.5500002;0
PEE;maize wp;6.1199999;0
FFS;full fat soya;35.9438286;0
TTS;soya meal;53.9237671;0
TTS;soya meal;52.691864;0
TTS;soya meal;51.6091957;0
FRG;wheat (ung);10.6999998;0
ANF;animal feed;52.4650726;0
TTS;soya meal;50.7455788;0
CLZ;rapeseed(ung);21.7099991;0
TTS;soya meal;53.2497177;0
CNG;corn gluten;70.6925125;0
PEE;maize wp;9.0600004;0
ANF;animal feed;58.7495613;0
FFS;full fat soya;40.1883507;0
ANF;animal feed;53.5689507;0
TTS;soya meal;51.9450798;0
FFS;full fat soya;39.1262169;0
TTS;soya meal;51.5909081;0
ANF;animal feed;51.0921059;0
ANF;animal feed;50.2394142;0
ANF;animal feed;54.4585381;0
EHH;grass silage;17.5;0
CLZ;rapeseed(ung);20.8999996;0
CLZ;rapeseed(ung);20.8700008;0
SFG;sun flower seed(gr);16.9721565;0
CLZ;rapeseed(ung);16.7299995;0
PEE;maize wp;5.0700002;0
FFS;full fat soya;39.8065529;0
CNG;corn gluten;69.3374252;0
PEE;maize wp;6.8899999;0
FRG;wheat (ung);13.4499998;0
FRG;wheat (ung);11.3000002;0
EHH;grass silage;17.4400005;0
TTS;soya meal;51.3574638;0
ANF;animal feed;50.2321701;0
EHH;grass silage;24.7700005;0
TTS;soya meal;55.3530731;0
TTS;soya meal;54.3624153;0
MPW;milk powder & whey;38.4199524;0
CNG;corn gluten;64.7721634;0
FFS;full fat soya;39.9316177;0
TTS;soya meal;55.5172424;0
TTS;soya meal;51.5185585;0
CLZ;rapeseed(ung);20.2699986;0
FFS;full fat soya;40.6926689;0
CLZ;rapeseed(ung);20.1000004;0
PEE;maize wp;7.3600001;0
CNG;corn gluten;73.2378922;0
SFG;sun flower seed(gr);16.3345299;0
FFS;full fat soya;39.8057137;0
SFG;sun flower seed(gr);12.3577032;0
MPW;milk powder & whey;38.443634;0
TTS;soya meal;52.5195961;0
EHH;grass silage;11.8400002;0
SFG;sun flower seed(gr);18.5889874;0
ANF;animal feed;50.3548698;0
EHH;grass silage;11.0326996;0
TTS;soya meal;53.8638992;0
FFS;full fat soya;45.1608658;0
PEE;maize wp;6.4799995;0
FFS;full fat soya;40.263382;0
MPW;milk powder & whey;26.9115028;0
MPW;milk powder & whey;25.369339;0
ANF;animal feed;50.2580452;0
CLZ;rapeseed(ung);21.5628109;0
FRG;wheat (ung);12.0500002;0
FFS;full fat soya;41.9831619;0
TTS;soya meal;50.4027596;0
CLZ;rapeseed(ung);19.7999992;0
PEE;maize wp;6.8529582;0
FFS;full fat soya;38.7096062;0
FRG;wheat (ung);12.8830004;0
EHH;grass silage;25.9099998;0
TTS;soya meal;52.4022331;0
MPW;milk powder & whey;26.9908028;0
FRG;wheat (ung);12.1999998;0
FRG;wheat (ung);11.7866669;0
CLZ;rapeseed(ung);17.1844006;0
FFS;full fat soya;40.4679184;0
EHH;grass silage;19.6199989;0
FFS;full fat soya;41.8407631;0
TTS;soya meal;54.6275406;0
ANF;animal feed;59.0794296;0
PEE;maize wp;8.4300003;0
FFS;full fat soya;36.3851166;0
TTS;soya meal;52.8748627;0
CNG;corn gluten;71.3479996;0
CLZ;rapeseed(ung);24.1800003;0
FFS;full fat soya;46.76091;0
FRG;wheat (ung);11.6999998;0
ANF;animal feed;55.1436653;0
MPW;milk powder & whey;12.5295458;0
FFS;full fat soya;37.8162766;0
FFS;full fat soya;40.5813522;0
CLZ;rapeseed(ung);23.2000008;0
SFG;sun flower seed(gr);14.7160091;0
CNG;corn gluten;70.7184296;0
SFG;sun flower seed(gr);18.807291;0
EHH;grass silage;15.6400003;0
FRG;wheat (ung);12.0;0
CNG;corn gluten;67.8756104;0
CNG;corn gluten;71.0652161;0
MPW;milk powder & whey;13.2336206;0
MPW;milk powder & whey;12.8119335;0
MPW;milk powder & whey;38.4740677;0
MPW;milk powder & whey;12.2707958;0
MPW;milk powder & whey;38.8935089;0
PEE;maize wp;7.2199998;0
SFG;sun flower seed(gr);16.3313656;0
FFS;full fat soya;41.4497414;0
EHH;grass silage;17.9815998;0
CLZ;rapeseed(ung);24.1299992;0
FRG;wheat (ung);13.9200001;0
MPW;milk powder & whey;38.8413773;0
CLZ;rapeseed(ung);18.4665489;0
MPW;milk powder & whey;26.7148285;0
EHH;grass silage;18.2999992;0
EHH;grass silage;27.5499992;0
CLZ;rapeseed(ung);18.2999992;0
TTS;soya meal;54.5454521;0
EHH;grass silage;9.3579998;0
FFS;full fat soya;39.0106964;0
FRG;wheat (ung);10.0299997;0
MPW;milk powder & whey;8.4704723;0
CLZ;rapeseed(ung);20.9300003;0
PEE;maize wp;9.3099995;0
ANF;animal feed;51.3645439;0
TTS;soya meal;55.8991966;0
ANF;animal feed;48.0081329;0
CLZ;rapeseed(ung);19.3899994;0
FRG;wheat (ung);13.1000004;0
EHH;grass silage;25.56917;0
PEE;maize wp;7.5999999;0
TTS;soya meal;50.9626274;0
PEE;maize wp;7.6500001;0
MPW;milk powder & whey;13.2572613;0
CNG;corn gluten;70.1634903;0
EHH;grass silage;9.4499998;0
EHH;grass silage;17.7700005;0
FRG;wheat (ung);11.8000002;0
SFG;sun flower seed(gr);11.5496359;0
FFS;full fat soya;40.5664825;0
ANF;animal feed;50.6912575;0
TTS;soya meal;53.1718597;0
CNG;corn gluten;74.6491699;0
MPW;milk powder & whey;24.2254581;0
MPW;milk powder & whey;12.6050978;0
FFS;full fat soya;40.7518921;0
ANF;animal feed;51.318325;0
TTS;soya meal;54.2045441;0
ANF;animal feed;52.380043;0
FRG;wheat (ung);13.71;0
TTS;soya meal;56.3573875;0
TTS;soya meal;51.5535088;0
CNG;corn gluten;73.2825851;0
CNG;corn gluten;64.2928391;0
SFG;sun flower seed(gr);14.5078783;0
MPW;milk powder & whey;26.8672848;0
CNG;corn gluten;65.7647629;0
FRG;wheat (ung);12.8000002;0
PEE;maize wp;8.5200005;0
FRG;wheat (ung);12.5699997;0
FFS;full fat soya;39.2939949;0
TTS;soya meal;51.3574638;0
CNG;corn gluten;70.3123322;0
ANF;animal feed;52.4297829;0
TTS;soya meal;51.8644066;0
CLZ;rapeseed(ung);25.3199997;0
FFS;full fat soya;40.1664505;0
PEE;maize wp;6.3600001;0
PEE;maize wp;7.29;0
CLZ;rapeseed(ung);17.9699993;0
CNG;corn gluten;69.9318008;0
MPW;milk powder & whey;34.7563782;0
PEE;maize wp;6.4099998;0
TTS;soya meal;51.25;0
FFS;full fat soya;38.9340134;0
CLZ;rapeseed(ung);24.1599979;0
PEE;maize wp;8.4700003;0
EHH;grass silage;9.4899998;0
FFS;full fat soya;40.7154083;0
CNG;corn gluten;67.3076859;0
FFS;full fat soya;40.6713371;0
TTS;soya meal;52.2522507;0
CNG;corn gluten;66.3657074;0
EHH;grass silage;19.7600002;0
PEE;maize wp;7.27;0
PEE;maize wp;8.0145121;0
ANF;animal feed;47.8924294;0
FRG;wheat (ung);11.9499998;0
TTS;soya meal;57.8340988;0
PEE;maize wp;9.1599998;0
CLZ;rapeseed(ung);22.8400002;0
SFG;sun flower seed(gr);17.5525074;0
CNG;corn gluten;69.8253708;0
CNG;corn gluten;65.7377701;0
FFS;full fat soya;40.1483116;0
CLZ;rapeseed(ung);23.289999;0
CLZ;rapeseed(ung);18.1000004;0
FRG;wheat (ung);11.1000004;0
ANF;animal feed;56.1791;0
ANF;animal feed;50.0123825;0
PEE;maize wp;7.6799998;0
SFG;sun flower seed(gr);16.4673691;0
ANF;animal feed;52.9664001;0
MPW;milk powder & whey;38.3338699;0
CNG;corn gluten;65.3863983;0
TTS;soya meal;54.838707;0
TTS;soya meal;55.4545441;0
PEE;maize wp;6.9099998;0
TTS;soya meal;53.1561432;0
CLZ;rapeseed(ung);23.9699993;0
FRG;wheat (ung);13.8000002;0
ANF;animal feed;51.1923752;0
PEE;maize wp;8.2799997;0
TTS;soya meal;49.1657372;0
MPW;milk powder & whey;23.3996124;0
TTS;soya meal;54.0632057;0
EHH;grass silage;12.5;0
FFS;full fat soya;39.5379372;0
TTS;soya meal;54.2141228;0
CLZ;rapeseed(ung);23.8999996;0
PEE;maize wp;7.52;0
EHH;grass silage;12.7399998;0
FRG;wheat (ung);11.7700005;0
TTS;soya meal;53.7844048;0
CLZ;rapeseed(ung);21.5300007;0
FRG;wheat (ung);9.3599997;0
ANF;animal feed;53.1976967;0
MPW;milk powder & whey;36.431675;0
FFS;full fat soya;38.7723351;0
PEE;maize wp;7.4242196;0
FRG;wheat (ung);11.7399998;0
ANF;animal feed;54.1206169;0
ANF;animal feed;49.9021721;0
CNG;corn gluten;70.0502243;0
FFS;full fat soya;40.5200195;0
ANF;animal feed;51.5877914;0
TTS;soya meal;53.9210396;0
CNG;corn gluten;67.5663605;0
TTS;soya meal;54.0632057;0
CLZ;rapeseed(ung);22.1199989;0
CNG;corn gluten;69.0263062;0
PEE;maize wp;6.8099999;0
FFS;full fat soya;41.2309151;0
MPW;milk powder & whey;38.8455048;0
FRG;wheat (ung);11.21;0
TTS;soya meal;52.3755646;0
FRG;wheat (ung);11.4799995;0
FRG;wheat (ung);11.5;0
MPW;milk powder & whey;28.1681881;0
ANF;animal feed;57.7143478;0
FRG;wheat (ung);11.8100004;0
FRG;wheat (ung);12.7619333;0
CLZ;rapeseed(ung);20.7399998;0
FFS;full fat soya;41.774334;0
EHH;grass silage;12.5600004;0
FRG;wheat (ung);14.6999998;0
FRG;wheat (ung);9.8599997;0
FRG;wheat (ung);11.7799997;0
FRG;wheat (ung);11.75;0
PEE;maize wp;7.3199997;0
EHH;grass silage;27.0299988;0
MPW;milk powder & whey;22.4002762;0
MPW;milk powder & whey;12.3369226;0
CNG;corn gluten;68.1204224;0
SFG;sun flower seed(gr);14.7950392;0
CNG;corn gluten;70.7535172;0
FFS;full fat soya;40.786293;0
TTS;soya meal;53.0337067;0
ANF;animal feed;49.4720688;0
TTS;soya meal;55.0741196;0
CLZ;rapeseed(ung);19.0657768;0
CNG;corn gluten;63.5586929;0
FRG;wheat (ung);11.5799999;0
TTS;soya meal;55.3551331;0
CLZ;rapeseed(ung);20.4500008;0
SFG;sun flower seed(gr);21.6381626;0
FFS;full fat soya;41.7430496;0
EHH;grass silage;19.1599998;0
CLZ;rapeseed(ung);23.4699993;0
MPW;milk powder & whey;24.5795174;0
CLZ;rapeseed(ung);20.4599991;0
EHH;grass silage;10.6000004;0
EHH;grass silage;15.1999998;0
PEE;maize wp;7.98;0
CLZ;rapeseed(ung);20.0900002;0
EHH;grass silage;13.2700005;0
PEE;maize wp;8.04;0
CLZ;rapeseed(ung);19.7999992;0
MPW;milk powder & whey;35.8550491;0
FFS;full fat soya;40.449852;0
ANF;animal feed;49.8935699;0
EHH;grass silage;12.21;0
CNG;corn gluten;70.5584106;0
ANF;animal feed;51.3804512;0
TTS;soya meal;50.0126724;0
PEE;maize wp;7.6599998;0
TTS;soya meal;55.0574722;0
EHH;grass silage;17.1599998;0
TTS;soya meal;51.477272;0
PEE;maize wp;7.5599999;0
SFG;sun flower seed(gr);19.6729336;0
TTS;soya meal;54.8794518;0
PEE;maize wp;7.0500002;0
SFG;sun flower seed(gr);17.0520897;0
MPW;milk powder & whey;13.1542482;0
PEE;maize wp;7.4200001;0
CNG;corn gluten;74.7050323;0
PEE;maize wp;7.9000001;0
EHH;grass silage;11.3000002;0
ANF;animal feed;54.5578918;0
PEE;maize wp;8.1999998;0
TTS;soya meal;56.2068977;0
FRG;wheat (ung);7.0100002;0
CNG;corn gluten;68.2492142;0
EHH;grass silage;13.21;0
PEE;maize wp;6.8379841;0
CLZ;rapeseed(ung);19.7700005;0
CLZ;rapeseed(ung);18.9899998;0
ANF;animal feed;55.2535286;0
CLZ;rapeseed(ung);18.1399994;0
PEE;maize wp;7.48;0
ANF;animal feed;56.4672165;0
TTS;soya meal;54.2955322;0
FFS;full fat soya;41.277668;0
MPW;milk powder & whey;38.5119362;0
CNG;corn gluten;65.0300217;0
FFS;full fat soya;39.8495903;0
CNG;corn gluten;66.1756439;0
FFS;full fat soya;38.1975517;0
TTS;soya meal;51.9230766;0
SFG;sun flower seed(gr);15.8425322;0
TTS;soya meal;54.3252602;0
CNG;corn gluten;73.2995605;0
PEE;maize wp;8.3999996;0
EHH;grass silage;18.7099991;0
